,index,ReceiptId,bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId
1382,310,6002590c0a7214ad4c000082,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:10:04,2021-01-16 03:10:04,2021-01-16 03:18:55,2021-01-16 03:19:12,2021-01-16 03:18:55,1516.9,2021-01-14 00:00:00,208.0,FINISHED,746.94,600258dafb296c4ef805d9b7
1383,310,6002590c0a7214ad4c000082,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:10:04,2021-01-16 03:10:04,2021-01-16 03:18:55,2021-01-16 03:19:12,2021-01-16 03:18:55,1516.9,2021-01-14 00:00:00,208.0,FINISHED,746.94,600258dafb296c4ef805d9b7
1384,310,6002590c0a7214ad4c000082,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:10:04,2021-01-16 03:10:04,2021-01-16 03:18:55,2021-01-16 03:19:12,2021-01-16 03:18:55,1516.9,2021-01-14 00:00:00,208.0,FINISHED,746.94,600258dafb296c4ef805d9b7
1385,310,6002590c0a7214ad4c000082,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:10:04,2021-01-16 03:10:04,2021-01-16 03:18:55,2021-01-16 03:19:12,2021-01-16 03:18:55,1516.9,2021-01-14 00:00:00,208.0,FINISHED,746.94,600258dafb296c4ef805d9b7
1386,310,6002590c0a7214ad4c000082,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:10:04,2021-01-16 03:10:04,2021-01-16 03:18:55,2021-01-16 03:19:12,2021-01-16 03:18:55,1516.9,2021-01-14 00:00:00,208.0,FINISHED,746.94,600258dafb296c4ef805d9b7
1387,310,6002590c0a7214ad4c000082,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:10:04,2021-01-16 03:10:04,2021-01-16 03:18:55,2021-01-16 03:19:12,2021-01-16 03:18:55,1516.9,2021-01-14 00:00:00,208.0,FINISHED,746.94,600258dafb296c4ef805d9b7
1388,310,6002590c0a7214ad4c000082,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:10:04,2021-01-16 03:10:04,2021-01-16 03:18:55,2021-01-16 03:19:12,2021-01-16 03:18:55,1516.9,2021-01-14 00:00:00,208.0,FINISHED,746.94,600258dafb296c4ef805d9b7
1389,310,6002590c0a7214ad4c000082,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:10:04,2021-01-16 03:10:04,2021-01-16 03:18:55,2021-01-16 03:19:12,2021-01-16 03:18:55,1516.9,2021-01-14 00:00:00,208.0,FINISHED,746.94,600258dafb296c4ef805d9b7
1390,310,6002590c0a7214ad4c000082,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:10:04,2021-01-16 03:10:04,2021-01-16 03:18:55,2021-01-16 03:19:12,2021-01-16 03:18:55,1516.9,2021-01-14 00:00:00,208.0,FINISHED,746.94,600258dafb296c4ef805d9b7
1391,310,6002590c0a7214ad4c000082,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:10:04,2021-01-16 03:10:04,2021-01-16 03:18:55,2021-01-16 03:19:12,2021-01-16 03:18:55,1516.9,2021-01-14 00:00:00,208.0,FINISHED,746.94,600258dafb296c4ef805d9b7
1392,310,6002590c0a7214ad4c000082,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:10:04,2021-01-16 03:10:04,2021-01-16 03:18:55,2021-01-16 03:19:12,2021-01-16 03:18:55,1516.9,2021-01-14 00:00:00,208.0,FINISHED,746.94,600258dafb296c4ef805d9b7
1393,310,6002590c0a7214ad4c000082,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:10:04,2021-01-16 03:10:04,2021-01-16 03:18:55,2021-01-16 03:19:12,2021-01-16 03:18:55,1516.9,2021-01-14 00:00:00,208.0,FINISHED,746.94,600258dafb296c4ef805d9b7
1394,310,6002590c0a7214ad4c000082,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:10:04,2021-01-16 03:10:04,2021-01-16 03:18:55,2021-01-16 03:19:12,2021-01-16 03:18:55,1516.9,2021-01-14 00:00:00,208.0,FINISHED,746.94,600258dafb296c4ef805d9b7
1395,310,6002590c0a7214ad4c000082,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:10:04,2021-01-16 03:10:04,2021-01-16 03:18:55,2021-01-16 03:19:12,2021-01-16 03:18:55,1516.9,2021-01-14 00:00:00,208.0,FINISHED,746.94,600258dafb296c4ef805d9b7
1396,310,6002590c0a7214ad4c000082,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:10:04,2021-01-16 03:10:04,2021-01-16 03:18:55,2021-01-16 03:19:12,2021-01-16 03:18:55,1516.9,2021-01-14 00:00:00,208.0,FINISHED,746.94,600258dafb296c4ef805d9b7
1397,310,6002590c0a7214ad4c000082,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:10:04,2021-01-16 03:10:04,2021-01-16 03:18:55,2021-01-16 03:19:12,2021-01-16 03:18:55,1516.9,2021-01-14 00:00:00,208.0,FINISHED,746.94,600258dafb296c4ef805d9b7
1398,310,6002590c0a7214ad4c000082,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:10:04,2021-01-16 03:10:04,2021-01-16 03:18:55,2021-01-16 03:19:12,2021-01-16 03:18:55,1516.9,2021-01-14 00:00:00,208.0,FINISHED,746.94,600258dafb296c4ef805d9b7
1399,310,6002590c0a7214ad4c000082,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:10:04,2021-01-16 03:10:04,2021-01-16 03:18:55,2021-01-16 03:19:12,2021-01-16 03:18:55,1516.9,2021-01-14 00:00:00,208.0,FINISHED,746.94,600258dafb296c4ef805d9b7
1400,310,6002590c0a7214ad4c000082,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:10:04,2021-01-16 03:10:04,2021-01-16 03:18:55,2021-01-16 03:19:12,2021-01-16 03:18:55,1516.9,2021-01-14 00:00:00,208.0,FINISHED,746.94,600258dafb296c4ef805d9b7
1401,310,6002590c0a7214ad4c000082,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:10:04,2021-01-16 03:10:04,2021-01-16 03:18:55,2021-01-16 03:19:12,2021-01-16 03:18:55,1516.9,2021-01-14 00:00:00,208.0,FINISHED,746.94,600258dafb296c4ef805d9b7
1402,311,600254550a720f05f300008c,,,2021-01-16 02:49:57,2021-01-16 02:49:57,,2021-01-16 02:49:57,,,,,SUBMITTED,,6002541ae257124ec6b99a3a
1403,312,60024fa00a7214ad4c00007f,,,2021-01-16 02:29:52,2021-01-16 02:29:52,,2021-01-16 02:29:52,,,,,SUBMITTED,,60024f24e257124ec6b99a13
1404,313,60025f550a7214ad4c000084,,,2021-01-16 03:36:53,2021-01-16 03:36:53,,2021-01-16 03:36:53,,,,,SUBMITTED,,60025c65fb296c4ef805d9e6
1405,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1406,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1407,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1408,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1409,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1410,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1411,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1412,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1413,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1414,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1415,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1416,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1417,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1418,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1419,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1420,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1421,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1422,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1423,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1424,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1425,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1426,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1427,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1428,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1429,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1430,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1431,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1432,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1433,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1434,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1435,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1436,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1437,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1438,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1439,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1440,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1441,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1442,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1443,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1444,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1445,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1446,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1447,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1448,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1449,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1450,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1451,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1452,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1453,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1454,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1455,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1456,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1457,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
1458,314,60025cb80a720f05f300008d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-16 03:25:44,2021-01-16 03:25:44,2021-01-16 03:31:55,2021-01-16 03:32:05,2021-01-16 03:31:55,1658.3,2021-01-15 00:00:00,335.0,FINISHED,1177.84,60025c65fb296c4ef805d9e6
